Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
シーズン,シーズン,Mùa,N2,一番（いちばん）いいシーズンを選（えら）んで、旅行（りょこう）に行（い）く。,0,0,False
四季,しき,Bốn mùa,N2,日本（にほん）には、春（はる）、夏（なつ）、秋（あき）、冬（ふゆ）の四季（しき）がある。,0,0,False
ふくらむ,ふくらむ,"Nở phồng, to lớn",N2,①桜（さくら）のつぼみがふくらみ始（はじ）めた。,0,0,False
梅雨,つゆ,Mùa mưa,N2,春（はる）が終（お）わり、もうすぐ梅雨（つゆ）が始（はじ）まる。,0,0,False
初夏,しょか,Đầu hè,N2,真夏（まなつ）ではなく、初夏（しょか）が好（す）きだ。,0,0,False
温帯,おんたい,Vùng ôn đới,N2,温帯（おんたい）では4つの季節（きせつ）がある。,0,0,False
属する,ぞくする,Thuộc,N2,日本（にほん）は温帯（おんたい）に属（ぞく）するが、亜熱帯（あねったい）化（か）してきた。,0,0,False
確率,かくりつ,Xác xuất,N2,明日（あした）の降水（こうすい）確率（かくりつ）は100パーセントだ。,0,0,False
夕立,ゆうだち,Mưa giông,N2,立（りつ）が降（ふ）る前（まえ）に家（いえ）に帰（かえ）ろう。,0,0,False
にわかな,にわかな,Đột ngột,N2,空（そら）がにわかに暗（くら）くなってきた。,0,0,False
覆う,おおう,Bao phủ,N2,空（そら）が黒（くろ）い雲（くも）に覆（おお）われている。,0,0,False
びしょびしょな,びしょびしょな,"Ướt sũng, sũng nước",N2,突然（とつぜん）雨（あめ）に降（ふ）られて、びしょびしょになった。,0,0,False
あいにく＜な＞,あいにく＜な＞,"Đáng tiếc, không may",N2,今日（きょう）はあいにくなお天気（てんき）ですね。,0,0,False
吹雪,ふぶき,Bão tuyết,N2,明日（あした）は吹雪（ふぶき）になりそうだ。,0,0,False
凍える,こごえる,"Đóng băng, đông cứng",N2,北国（きたぐに）の冬（ふゆ）は凍（こご）えそうな寒（さむ）さだ。,0,0,False
冷え込む,ひえこむ,Lạnh cóng,N2,今朝（けさ）は、とても冷え込（ひえこ）んでいた。,0,0,False
陽気＜な＞,ようき＜な＞,"Tiết trời, vô tư, thoải mái",N2,今日（きょう）は陽気（ようき）がいい。（名）,0,0,False
日和,ひより,"Tiết trời (thời tiết) đẹp, lý tưởng",N2,今日（きょう）は洗濯（せんたく）日和（ひより）になりそうだ。,0,0,False
日差し,ひざし,Ánh nắng,N2,今（いま）は日差（ひざ）しが強（つよ）いので、傘（かさ）をさして出（で）かける。,0,0,False
いっそう,いっそう,Hơn hẳn,N2,雨（あめ）はいっそう強（つよ）くなった。,0,0,False
一段と,いちだんと,Hơn hẳn một bậc,N2,暑（あつ）さが一段（いちだん）と厳（きび）しくなってきた。,0,0,False
急速な,きゅうそくな,"Nhanh chóng, cấp tốc",N2,今日（きょう）は明け方（あけがた）、急速（きゅうそく）に冷え込（ひえこ）んだ。,0,0,False
ぐんぐん[と],ぐんぐん[と],Dần dần (một cách vững vàng),N2,朝（あさ）からぐんぐん気温（きおん）が上（あ）がっている。,0,0,False
いくぶん,いくぶん,"Hơi, một chút",N2,雨（あめ）はいくぶん弱（よわ）くなった。,0,0,False
めっきり,めっきり,"Rõ ràng, trông thấy",N2,年末（ねんまつ）が近（ちか）くなり、めっきり寒（さむ）くなった。,0,0,False
あまりに[も],あまりに[も],Quá,N2,今年（ことし）の夏（なつ）はあまりにも暑（あつ）い。,0,0,False
差,さ,"Khoảng cách, sự khác biệt",N2,今週（こんしゅう）は昼間（ひるま）と夜（よる）の気温（きおん）に差（さ）がある。,0,0,False
本来,ほんらい,"Vốn dĩ, về cơ bản, từ trước đến nay",N2,この地域（ちいき）は本来（ほんらい）、雪（ゆき）は降（ふ）らない。,0,0,False
肌,はだ,Da,N2,冬（ふゆ）は肌（はだ）が乾燥（かんそう）しやすい。,0,0,False
手入れ＜する＞,ていれ＜する＞,Sự chăm sóc,N2,毎日（まいにち）、素肌（すはだ）の手入（てい）れに時間（じかん）をかける。,0,0,False
ケア＜する＞,ケア＜する＞,Sự chăm sóc,N2,お風呂（ふろ）の後（あと）の素肌（すはだ）のケアは欠（か）かせない。,0,0,False
維持＜する＞,いじ＜する＞,Sự duy trì,N2,きれいな肌（はだ）を維持（いじ）したい。,0,0,False
機能＜する＞,きのう＜する＞,"Tính năng, chức năng",N2,ようやく肌（はだ）の機能（きのう）が回復（かいふく）した。,0,0,False
かえって,かえって,Ngược lại,N2,マッサージをしたら、かえって顔（かお）にしわが増（ふ）えた。,0,0,False
刺激,しげき,"Sự kích thích, thức đẩy, động lực",N2,①この化粧（けしょう）品（ひん）は刺激（しげき）が強（つよ）くて、肌（はだ）が赤（あか）くなる。,0,0,False
かさかさ＜な/する＞,かさかさ＜な/する＞,"Khô ráp, nhám",N2,かかとが乾燥（かんそう）して、かさかさだ。（ナ形）,0,0,False
低下＜する＞,ていか＜する＞,"Sự suy giảm, kém đi",N2,素肌（すはだ）の機能（きのう）が低下（ていか）している。,0,0,False
くっきり＜する＞,くっきり＜する＞,Rõ ràng,N2,日焼（ひや）けの跡（あと）がくっきりついてしまった。,0,0,False
つや,つや,Độ bóng,N2,皮膚（ひふ）のつやが、だんだんなくなってきた。,0,1,True
脂肪,しぼう,"Mỡ, chất béo",N2,運動（うんどう）を止（と）めたら、脂肪（しぼう）がついてしまった。,0,0,False
肥満＜する＞,ひまん＜する＞,Béo phì,N2,肥満（ひまん）は健康（けんこう）によくない。,0,0,False
減量＜する＞,げんりょう＜する＞,"Sự giảm cân, giảm trọng lượng",N2,ダイエットで減量（げんりょう）に成功（せいこう）した。,0,0,False
急激な,きゅうげきな,"Cấp tốc, khẩn cấp",N2,急激（きゅうげき）なダイエットは、かえって後（あと）で太（ふと）る。,0,0,False
一向に（〜ない）,いっこうに（～ない）,Hoàn toàn (không ~),N2,,0,0,False
疑わしい,うたがわしい,"Đáng nghi, khả nghi",N2,このダイエット食品（しょくひん）の効果（こうか）は疑（うたが）わしい。,0,0,False
姿勢,しせい,"Tư thế, thái độ",N2,①姿勢（しせい）をよすれば、太（ふと）らない。,0,0,False
（医者に）かかる,（いしゃに）かかる,"Đi (bác sỹ), đi bác sỹ điều trị",N2,去年（きょねん）から、美容（びよう）外科（げか）の医者（いしゃ）にかかっている。,0,0,False
依存＜する＞,いぞん＜する＞,"Sự phụ thuộc, lệ thuộc, nghiện ~",N2,きれいになるために手術（しゅじゅつ）に依存（いぞん）する女性（じょせい）が多（おお）い。,0,0,False
映す,うつす,"Soi, chiếu",N2,鏡（かがみ）に顔（かお）を映（うつ）しながら、笑顔（えがお）を作（つく）る。,0,0,False
購入＜する＞,こうにゅう＜する＞,Sự mua,N2,重（おも）たい物（もの）はインターネットで購入（こうにゅう）する。,0,0,False
[お]買い得,[お] かいどく,"Sự mua với giá hời, mua rẻ",N2,スーパーのお買い得商品（しょうひん）を毎日（まいにち）チェックしている。,0,0,False
手頃な,てごろな,"Vừa phải, phải chăng",N2,あの店（みせ）には、学生（がくせい）に手頃（てごろ）な値段（ねだん）の物（もの）がたくさんある。,0,0,False
値引き＜する＞,ねびき＜する＞,Sự giảm giá,N2,デパートの食品（しょくひん）売り場（うりば）は夜（よる）8時（じ）になると、値引（ねび）きする。,0,1,True
おまけ＜する＞,おまけ＜する＞,"Sự giảm giá, khuyến mãi",N2,①近（ちか）くの八百屋（やおや）で100円（えん）おまけしてくれた。,0,0,False
返品＜する＞,ヘんぴん＜する＞,Sự trả lại hàng,N2,ネットの写真（しゃしん）と違（ちが）う商品（しょうひん）が届（とど）いたので、返品（へんぴん）した。,0,0,False
返金＜する＞,へんきん＜する＞,Sự hoàn tiền,N2,商品（しょうひん）の代金（だいきん）は返金（へんきん）してもらえたが、手数料（てすうりょう）を取（と）られた。,0,0,False
価格,かかく,giá,N2,二（ふた）つのスーパーが価格（かかく）の競争（きょうそう）をしている。,0,0,False
高価な,こうかな,"Cao giá, đắt tiền",N2,ネットでは高価（こうか）な物（もの）は買（か）わないことにしている。,0,0,False
金額,きんがく,Số tiền,N2,この店（みせ）では買（か）った金額（きんがく）によって、くじ引きができる。,0,0,False
価値,かち,giá trị,N2,この絵（え）は20年（ねん）後（ご）には価値（かち）が上（あ）がるだろう。,0,0,False
品質,ひんしつ,Chất lượng,N2,品質（ひんしつ）のいい物（もの）を買（か）うようにしている。,0,0,False
消費税,しょうひぜい,Thuế tiêu thụ,N2,この価格（かかく）には消費（しょうひ）税（ぜい）が入（はい）っていますか。,0,0,False
ネットオークション,ネットオークション,Đấu giá,N2,ネットオークションでバッグを買（か）ってみた。,0,0,False
名物,めいぶつ,"Đặc sản, sản vật nổi tiếng",N2,最近（さいきん）は、地方（ちほう）の名物（めいぶつ）がネットで買（か）える。,0,0,False
取り寄せる,とりよせる,"Đặt hàng đem đến, gửi đến",N2,一（いち）年（ねん）に数（すう）回（かい）、北海道（ほっかいどう）のお菓子を取り寄（とりよ）せている。,0,0,False
扱う,あつかう,"Thụ lý, đặt, bán, đối xử, xử lý",N2,①あの店（みせ）では食品（しょくひん）は扱（あつか）っていない。,0,0,False
買い換（替）える,かいか（か）える,"Mua mới, mua đổi",N2,そろそろ車（くるま）を買い換（かいか）えようと考（かんが）えている。,0,0,False
売り出す,うりだす,"Bán, bán ra",N2,A社（しゃ）から新（あたら）しい車（くるま）が売り出（うりだ）された。,0,0,False
チラシ,チラシ,Tờ rơi quảng cáo,N2,デパートのチラシでバーゲンを知（し）った。,0,0,False
切り取る,きりとる,Cắt lấy,N2,支払（しはら）いのときに、この券（けん）を切り取（きりと）って出（だ）すと安（やす）くなる。,0,0,False
パック＜する＞,パック＜する＞,"Gói, hộp, đắp (mặt)",N2,①いちごを2パック買（か）った。,0,0,False
包装＜する＞,ほうそう＜する＞,Sự gói,N2,家（いえ）で使（つか）う物（もの）は包装（ほうそう）を簡単（かんたん）にしてもらう。,0,0,False
試食＜する＞,ししょく＜する＞,Sự ăn thử,N2,デパートで試食（ししょく）してから、お菓子を買（か）った。,0,0,False
